DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
BD202200000134,BDGE81FL,BD,2022,134,BD2022DHS,1278.453491,1391.897583,1476.49231,1567.826782,1783.663452,56.57853317,46.87386703,55.58919907,68.17042542,62.47325134,27.85085297,27.3517704,27.69454575,27.68725014,27.36025047,9.061327934,8.626302719,9.053646088,8.911067963,8.841927528,4,9.704101563,0.333463073,0.329025537,0.343852609,0.3333776,0.359714985,0,0,0,0,0,36.3487854,11,48.2383194,24.31844711,24.76531792,24.68551064,24.61121941,24.8147583,107.3247223,573.6290894,226.9952393,0,5.063371181,29.70846367,30.21953201,30.87317848,29.66445351,29.73138046,25.15716171,25.88059998,26.32877541,25.18346405,25.28789139,20.64713669,21.59322929,21.81953239,20.75338554,20.88945389,0.139590353,20.78604126,22.17886353,21.67647743,21.53518867,22.26926804,3.27695322,3.267317772,3.289453268,3.233333349,3.190755129,185.4052124,153.151825,182.8580627,220.4177094,199.336853,2333.623291,1836.314087,2015.375122,2470.998047,2421.041992,18.71737289,21.40282631,25.59046936,27.89106941,28.3915863,28.18338776,27.89688873,28.00265503,28.1967659,27.22740364,23.80673409,19.69912338,15.38183594,3476.377441,3591.719482,3275.061279,3241.158203,3414.826904,28562.48242,31340.14648,33418.98828,35574.51563,37650.64453,1445.649658,1586.237183,1691.454834,1800.553711,1905.634033,7.981588364,8.176158905,7.988255024,7.934413433,7.854036331
BD202200000135,BDGE81FL,BD,2022,135,BD2022DHS,1056.806763,1150.582886,1220.511475,1296.011108,1367.030029,60.17065811,45.29044342,58.07830429,64.7798996,61.74009705,28.18151474,27.41570663,27.97291756,27.7377491,28.28479385,9.335893631,9.020920753,9.441493034,9.263469696,9.165712357,4,11.31641006,0.300399244,0.323045105,0.344343156,0.34205687,0.340391368,0,0,0,0,0,53.44104385,11,39.59585571,24.59757042,24.30352974,24.34542274,24.13025284,25.07513809,136.8697815,2088.028076,295.0264893,5.245602131,6.579502583,29.67070389,30.29296875,30.92659187,29.66980553,29.79477692,24.98705292,25.74602127,26.18557739,25.01352692,25.18849945,20.33481026,21.27204895,21.48509979,20.40633774,20.62906647,0.772388756,21.0136261,21.19135094,20.71792984,20.52275276,21.86548042,3.240176439,3.247497082,3.256148815,3.193518639,3.174522638,194.9635468,147.0805817,189.1116028,206.8758087,195.9953308,2547.206055,1959.842041,2113.676025,2536.738525,2407.069824,18.35195541,21.10040283,25.37355042,27.73788834,28.16267776,28.1464653,27.90966606,28.09548759,28.11468315,26.95597076,23.53105164,19.43227768,3.51171875,3863.20459,3986.242188,3538.338135,3627.676025,3928.750732,28109.08789,30837.26953,32880.27344,34996.63672,37034.27734,1425.848145,1564.236572,1667.869019,1775.222656,1878.58313,8.209267616,8.375137329,8.296836853,8.20334053,8.107676506
BD202200000136,BDGE81FL,BD,2022,136,BD2022DHS,1353.86731,1474.003296,1563.588135,1660.310181,1725.845581,56.43281937,45.9826889,55.95192719,64.7477951,60.58195496,27.96269035,27.74125099,28.1251049,27.95795059,28.01908493,9.1379776,8.826476097,9.233160019,9.024349213,8.954601288,4,8.911132813,0.323760033,0.338328123,0.340566128,0.342081249,0.35163036,0,0,0,0,0,30.2627182,11,48.18190384,24.98290634,24.60813141,24.88590431,24.7669735,25.23358536,169.7263641,633.1651611,333.2451172,0,5.981639862,29.77486992,30.36171913,31.01223946,29.75915909,29.85334206,25.18450546,25.92218018,26.37677956,25.22000885,25.35308266,20.63689232,21.53524399,21.77907944,20.73480988,20.89874077,0.456300825,22.00312614,21.47501564,21.64670372,21.57599449,22.44808769,3.277908087,3.269487858,3.295269012,3.228472233,3.194661617,184.9815979,150.3398438,184.3766479,209.0364532,193.5388489,2353.664307,1867.667603,1919.249634,2464.666504,2253.938965,18.64116096,21.32677078,25.49734688,27.8655262,28.30006027,28.16157913,27.92918968,28.11250877,28.20000076,27.22762871,23.91204453,19.80463219,4.955078125,4025.625732,4073.771973,3484.183838,3667.046875,3609.547852,30678.74219,33662.21094,35895.07813,38210.3125,40440.26953,1554.716431,1705.910645,1819.066406,1936.39624,2049.404541,7.944800377,8.115923882,8.052091599,7.906558037,7.88381052
BD202200000137,BDGE81FL,BD,2022,137,BD2022DHS,1065.536133,1160.086914,1230.59314,1306.716309,1398.396851,59.11097717,48.05315399,57.02888489,72.54463959,65.75431061,28.76482201,27.91403961,27.94591713,28.07197189,27.80439377,9.008275032,8.447511673,8.901027679,8.860648155,8.780150414,4,8.942382813,0.313818008,0.28034237,0.292026699,0.301179975,0.314769417,0,0,0,0,0,39.05690384,11,45.96611023,24.74379158,24.60182953,24.49910736,24.55026245,24.74858856,244.1287842,1985.7854,335.1932068,0,7.42166996,29.60604668,30.06023026,30.69869804,29.55981064,29.62257004,25.08421707,25.80397987,26.23517036,25.10882568,25.2118206,20.5977726,21.61271667,21.79767227,20.69916153,20.84241867,0.494724602,20.72275925,21.28962135,21.05229759,21.02855301,21.69278336,3.267071724,3.266073704,3.274710655,3.231018543,3.183420181,193.1197968,156.9451447,186.7530975,234.3930664,209.3235931,2585.272217,2022.899048,2269.741455,2634.01709,2394.12793,18.7832756,21.42024994,25.53658104,27.67288589,28.34318542,28.05077171,27.76330757,27.89233398,28.11101723,27.06120682,23.68535233,19.80503464,3.5078125,3766.755859,3763.406982,3847.325684,3836.64502,3507.741943,28350.21289,31107.23438,33170.625,35310.13281,37370.83203,1434.008667,1573.464233,1677.834473,1786.054932,1890.289063,8.166475296,8.369464874,8.045302391,8.10931778,7.968917847
BD202200000138,BDGE81FL,BD,2022,138,BD2022DHS,217.3514557,236.6382294,251.0202942,266.5481567,274.3431396,58.11763763,47.09898758,56.55658722,69.74531555,63.9382019,28.51534081,27.61250114,27.4416256,27.52324867,27.67224693,9.076692581,8.589323044,9.033854485,8.940494537,8.859114647,4,11.07128906,0.341763049,0.341315627,0.357332289,0.348830223,0.342299491,0,0,0,0,0,39.90475082,11,49.24245453,24.58079529,24.71164703,24.41802788,24.49287987,24.85437012,330.3746948,525.5736694,115.6660995,0,5.951998234,29.64726639,30.14192772,30.78619766,29.60898399,29.67851639,25.09127617,25.81575584,26.25403595,25.11601639,25.22721481,20.57057381,21.55260468,21.75234413,20.66848946,20.81940079,0.126238003,20.64624977,21.81079483,21.39443207,21.46250916,22.03649521,3.26523447,3.263411522,3.275650978,3.227083445,3.183723927,189.7677155,153.7033844,185.2596283,225.0739594,203.5615845,2431.807373,1882.497192,2118.305176,2563.67749,2441.730225,18.67477417,21.37710571,25.53866768,27.83583832,28.38042068,28.13523293,27.8239975,27.99212265,28.17648315,27.04723358,23.58355522,19.62426949,18.890625,2887.469238,2560.999512,2538.509277,2350.171143,2210.602051,20268.48047,22239.56445,23714.75,25244.35156,26717.61328,1025.860474,1125.624023,1200.288452,1277.707153,1352.27417,8.108306885,8.311080933,8.063515663,8.055220604,7.939609051
BD202200000139,BDGE81FL,BD,2022,139,BD2022DHS,2017.9823,2197.048828,2330.577881,2474.745117,2769.468506,54.68875504,45.83839798,55.28809357,62.87877274,59.08145905,27.25676727,26.86629486,26.86232567,27.26412964,27.20321846,9.081466675,8.840190887,9.230034828,8.97333622,8.915538788,4,7.870117188,0.272204846,0.314466506,0.334381014,0.343016207,0.364824176,0,0,0,0,0,43.61186981,11,43.96559143,24.84454346,24.65579414,24.84439087,24.70634651,24.96491051,135.0831757,1050.766479,237.578476,0,6.884529114,29.86124229,30.47439194,31.12965965,29.85797119,29.95383453,25.29628372,26.03175735,26.49636841,25.34272385,25.47330856,20.77977371,21.63420105,21.89962387,20.88463593,21.03829575,0.745806396,22.43231964,22.44529152,22.82645798,22.14856529,22.72660255,3.29662919,3.28236413,3.317462444,3.243287086,3.206727505,180.2885437,150.4582977,183.4161682,203.9339142,189.4581451,2350.60083,1883.958862,1849.450195,2450.0896,2203.43335,18.66690063,21.36219978,25.54815292,27.95396614,28.35621643,28.24544716,27.99720001,28.20399094,28.21162415,27.39245033,24.12321472,20.04252052,1.94140625,5079.29248,5328.147461,5346.469238,5199.735352,5338.65918,27616.88477,30302.5918,32312.60938,34396.77344,36404.17188,1399.99231,1536.139893,1638.034424,1743.687622,1845.449341,7.806426048,7.967084408,7.977953911,7.754020691,7.801559448
BD202200000140,BDGE81FL,BD,2022,140,BD2022DHS,1016.67511,1106.890259,1174.163208,1246.795776,1307.230835,57.28718567,45.36973953,57.07030106,62.63261414,59.88089371,27.61107254,27.14988327,27.31800842,27.39577103,28.01028442,9.201258659,8.971441269,9.371701241,9.138267517,9.059288025,4,8.202148438,0.273632973,0.291595787,0.296967953,0.312014401,0.339378059,0,0,0,0,0,39.42707443,11,48.90349579,24.98789787,24.65802193,24.57393265,24.26165009,25.1685791,103.9869003,1667.71521,318.0918579,0,5.913774967,29.80186653,30.44939232,31.08868599,29.82290268,29.94515419,25.18135262,25.93210411,26.38560486,25.22779274,25.39309883,20.60060883,21.47795105,21.7169857,20.68463516,20.88586617,0.889918745,22.3647213,22.16616058,21.82985687,21.12752724,22.32687187,3.273365259,3.27229476,3.294198513,3.223148108,3.195269108,187.5218811,148.4631653,188.0009003,201.8741913,191.3355713,2494.39502,1930.928467,2037.224976,2453.964111,2216.424561,18.43746376,21.13309669,25.36921501,27.81217575,28.19760513,28.27574348,28.09005356,28.19954872,28.1919899,27.28863525,23.91287041,19.80104446,1.989257813,4023.239014,4075.448975,3483.440186,4087.668457,3833.671875,26078.39063,28614.48047,30512.52344,32480.58203,34376.15234,1323.260742,1451.946045,1548.255981,1648.11853,1744.302856,7.995731831,8.150590897,8.162675858,7.953360558,7.971837044
BD202200000141,BDGE81FL,BD,2022,141,BD2022DHS,3106.995605,3382.696045,3588.284912,3810.252686,4049.598145,57.439991,47.79380035,56.02910614,70.95909119,64.36681366,28.30574608,27.45232582,27.59483719,27.4972496,27.36333466,9.001243591,8.490365028,8.932957649,8.841897964,8.769661903,4,9.470704079,0.319226325,0.320442349,0.333232433,0.323990196,0.34075141,0,0,0,0,0,66.02632904,11,49.24241638,24.64284897,24.67895508,24.68594742,24.75003815,24.94440842,279.6670532,458.0377197,101.5596008,0,6.315608978,29.66514778,30.13486671,30.78507042,29.61426544,29.66976357,25.14484978,25.86179161,26.30323982,25.17012405,25.26339722,20.66390419,21.64450264,21.85211372,20.77236748,20.90010071,0.397091419,20.97995377,21.90558243,21.77705765,22.00282478,22.52548409,3.277213573,3.268619776,3.28673315,3.236733198,3.189019203,188.2431183,156.2197418,184.15271,229.6756439,205.2669983,2475.382324,1919.324341,2120.810059,2561.220459,2478.191895,18.80271149,21.46824837,25.59113693,27.84827423,28.43546677,28.18019485,27.94152451,27.97861671,28.19445038,27.34257126,23.9407711,19.93141747,3.197265625,3240.31665,4432.671387,3942.872559,4188.887695,4116.111816,19805.13867,21731.16406,23172.625,24667.26172,26106.84375,1001.782288,1099.204346,1172.116211,1247.717896,1320.53479,8.032400131,8.238136292,7.976322174,7.991301537,7.88054657
BD202200000142,BDGE81FL,BD,2022,142,BD2022DHS,1078.656006,1174.370972,1245.745239,1322.805786,1411.086304,59.62120438,44.80650711,58.31663132,62.3021965,60.3585968,28.17974663,27.28653145,27.49149323,27.51187706,28.19445229,9.345269203,9.12300396,9.528993607,9.305483818,9.209462166,4,8.642578125,0.294732064,0.318982422,0.30878368,0.322535634,0.346391559,0,0,0,0,0,38.89700699,11,47.15412903,24.98579025,24.85242653,24.68361473,24.44531059,25.25766373,115.4786453,1678.204468,346.6819763,0,5.501403332,29.73841095,30.4138031,31.04395294,29.7659874,29.90901375,25.04920578,25.81511879,26.26022911,25.08818054,25.28120613,20.3931427,21.29079819,21.51495934,20.46050453,20.69955254,0.194173187,21.79183388,22.4183197,21.87573624,21.37874031,22.32087708,3.248162746,3.256177664,3.268301487,3.198379755,3.181814194,193.6593781,145.8979492,190.5963287,199.2660828,192.0498352,2468.652344,1950.36731,2149.416504,2344.290039,2202.944824,18.29709435,21.01403618,25.41685677,27.78877449,28.10784149,28.22197533,28.0836277,28.20000076,28.12479401,27.15592957,23.76252174,19.60654449,3.75,3289.657715,2800.479736,3240.628174,2968.295166,2977.973145,26042.36914,28574.95508,30470.37695,32435.71875,34328.66797,1322.276245,1450.865845,1547.104126,1646.892456,1743.005127,8.15607357,8.305519104,8.319476128,8.141222,8.110870361
BD202200000143,BDGE81FL,BD,2022,143,BD2022DHS,1004.298401,1093.415161,1159.869263,1231.617676,1292.273315,58.78015137,45.30487823,58.51084137,61.91162872,60.21082306,28.04391479,27.60806656,27.90170097,28.19869995,28.80650139,9.258825302,9.073973656,9.473669052,9.234578133,9.144054413,4,6.974609375,0.316360742,0.333301991,0.321571082,0.351177156,0.368455589,0,0,0,0,0,34.65742874,11,41.38703156,24.81724167,24.59360504,24.42921829,24.47926712,25.07629013,163.4432373,1556.479614,366.2906189,0,7.09757328,29.79544258,30.47893524,31.11182022,29.8403511,29.98061371,25.14735413,25.90633583,26.35842133,25.19865417,25.38619804,20.53661728,21.40496254,21.63815117,20.60577393,20.8365593,0.315089822,21.59057045,21.57914162,20.95673561,20.7598362,21.34607887,3.264641285,3.269748449,3.288411379,3.214684725,3.191522121,191.8961029,148.1355591,192.4077148,199.0263519,192.1641693,2448.025391,1886.178345,2096.544922,2279.152344,2134.868652,18.21103096,20.95759201,25.36880493,27.78396416,28.13063622,28.25290871,28.09940529,28.20178795,28.08838654,27.12372017,23.79367447,19.61276436,0,3688.015137,3359.409912,2632.375,3214.246826,3213.967041,25726.03711,28343.33789,30347.16797,32436.99609,34470.91016,1306.632935,1439.566406,1541.341431,1647.484497,1750.787476,8.081989288,8.213904381,8.266910553,8.017032623,8.053513527
BD202200000144,BDGE81FL,BD,2022,144,BD2022DHS,1167.061157,1270.62085,1347.844849,1431.221191,1529.810059,59.34288788,48.85703278,57.1240921,73.85363007,66.57539368,28.57640076,27.37757492,27.55390167,27.69508362,27.67788506,8.971441269,8.410329819,8.863801956,8.81388855,8.735547066,4,10.06640625,0.31358543,0.31735,0.346812487,0.329394102,0.337033749,0,0,0,0,0,45.01637268,11,49.10804367,24.82488251,24.69308853,24.6830864,24.82203484,25.05342484,211.8936615,2802.306641,295.2536316,0,7.563787937,29.62478256,30.07369804,30.71701431,29.57369804,29.62769127,25.11996651,25.83763123,26.27152824,25.14596367,25.23984528,20.6533432,21.66336823,21.85321236,20.75980949,20.89214516,0.148930877,21.07336044,22.00860214,21.81227303,21.94898796,22.42896461,3.274522543,3.267144203,3.281206608,3.23398447,3.186328173,194.3196259,159.6229553,187.4359436,238.8414917,212.1310425,2610.912109,2070.474854,2242.345703,2767.005127,2574.432373,18.84407616,21.47064781,25.60701561,27.72655869,28.39154816,28.09233475,27.83403397,27.89671707,28.16558647,27.18240166,23.76980782,19.88092995,10.55957031,3799.008057,3878.710205,4057.515869,4269.005859,4010.39917,27148.51367,29788.66992,31764.59961,33813.41797,35786.76953,1388.035767,1523.020264,1624.044678,1728.795654,1829.68811,8.106870651,8.316285133,8.006570816,8.09953022,7.958827972
BD202200000145,BDGE81FL,BD,2022,145,BD2022DHS,828.1638184,901.6512451,956.4505005,1015.615662,1195.218262,85.35344696,59.1358757,58.71268845,89.20802307,78.52687073,28.17227173,28.11458206,28.38375092,28.31462479,29.04319572,8.55911541,7.565625191,7.980208397,8.181119919,8.21484375,7,13.40039349,0.383196026,0.366642177,0.368629187,0.385428637,0.424395353,0,0,0,0,0,39.12916183,11,21.53219986,23.98605919,24.13076401,24.35706329,24.32418823,25.01178551,99.44136047,719.3978271,134.3161621,0,1.372984409,29.58151054,29.75950623,30.34036636,29.34505272,29.48164177,25.27656364,25.9532547,26.3278656,25.22773361,25.33854103,21.02239609,22.19388008,22.36015701,21.1639328,21.26679802,0.074879356,19.79984283,20.14694405,20.33037376,20.33374977,20.98037529,3.31848979,3.336718798,3.306900978,3.265494823,3.277734518,283.2445374,197.3197937,194.1570435,291.3083496,257.3902283,3128.9375,2452.19043,3114.564209,3947.305176,3229.81665,20.10996056,22.35462952,26.00254822,28.05340195,28.58023071,28.02357674,27.64178467,27.63729668,28.09564209,27.45996475,24.55677795,21.09866333,7.8046875,3292.894775,2643.643555,2699.901123,2820.352783,3003.286621,13859.91699,15959.7207,17859.82227,19951.81641,22160.29102,693.9103394,799.0390625,894.1694946,998.9072876,1109.476685,10.01359367,8.74050808,8.355169296,9.196627617,9.281653404
BD202200000146,BDGE81FL,BD,2022,146,BD2022DHS,524.7236938,571.2852173,606.0059814,643.492981,744.8538818,89.63294983,62.70200348,59.23058701,91.15087891,82.70497894,28.30234909,28.18495941,27.82447815,27.743433,28.49132156,8.457595825,7.208854198,7.779947758,8.1431427,8.098610878,7,6.554688454,0.335144669,0.33198595,0.376934022,0.350661814,0.383862048,0,0,0,0,0,45.72793961,11,19.06043243,24.08425331,24.42031288,23.92980194,24.19020081,24.93531799,136.1246185,674.9575806,118.3371658,0,1.175550938,29.66124153,29.72326469,30.37044334,29.44544411,29.52513123,25.40829086,26.09717941,26.45694542,25.346138,25.44453239,21.20364571,22.51441002,22.59049606,21.30230141,21.42651939,0.201646551,19.86615753,20.65566635,20.03512573,20.63696861,21.37931252,3.334939241,3.347005367,3.322439194,3.241276026,3.285112858,298.9204407,209.8639374,196.7900238,295.4451599,271.6951904,3354.417236,3079.917969,3305.421875,4593.932617,3801.014648,20.45085716,22.51480293,26.00382614,28.11030197,28.6470108,27.87454224,27.5069809,27.54334259,27.96078682,27.51521683,24.80697632,21.42981339,9.16015625,2845.350098,3158.061279,2901.220215,3413.868652,3256.481934,24167.12109,27828.48633,31141.63672,34789.38281,38640.23438,1207.160278,1390.047363,1555.540894,1737.747803,1930.099854,9.712660789,8.987352371,8.489149094,9.715399742,9.365159988
BD202200000147,BDGE81FL,BD,2022,147,BD2022DHS,447.8999939,487.6446228,517.2819824,549.2805176,577.2209473,83.66749573,58.33611679,58.13747787,88.59629822,77.5846405,29.03056717,28.33645821,28.38058472,28.37730598,28.80747986,8.585388184,7.600115776,8.021643639,8.213006973,8.236024857,7,24.57617188,0.456608385,0.44173497,0.419740677,0.429637104,0.477855086,0,0,0,0,0,32.31500626,11,24.38146973,24.55359268,24.3967762,24.35245132,24.35738182,24.84929657,61.76860428,530.8683472,106.5527954,0,0.790004432,29.67745972,29.86234093,30.44557381,29.44586372,29.57255554,25.35897064,26.03780365,26.41200829,25.31274605,25.41979218,21.09207153,22.2622261,22.42392921,21.23285675,21.33653069,0.023603704,20.07661629,20.45709229,20.32431793,20.33745766,20.89111328,3.328790665,3.344473362,3.315755367,3.274233341,3.282421827,278.5115662,195.1035919,192.7696533,290.0849609,254.6655273,3124.298584,2439.627686,3110.133301,3863.093994,3185.345703,20.12019539,22.36556053,26.0022049,28.04099464,28.58214569,28.00470734,27.62368202,27.66337967,28.10695076,27.42642212,24.52746391,21.0759182,28.33203125,1516.680542,1497.648804,1258.366699,1367.838867,1551.342773,15015.06348,17289.875,19348.33984,21614.6875,24007.22852,751.9628906,865.8867188,968.9758301,1082.47583,1202.295654,9.916116714,8.698835373,8.287443161,9.105267525,9.20248127
BD202200000149,BDGE81FL,BD,2022,149,BD2022DHS,1565.673218,1704.60376,1808.203857,1920.057495,2009.417969,65.07128143,53.44995117,59.38249588,83.97892761,72.97098541,28.78943253,27.63927078,27.64012527,28.06774902,28.30619812,8.805729866,8.144270897,8.581640244,8.589583397,8.529687881,4,9.524414063,0.324976712,0.327485412,0.325288028,0.330599993,0.391906649,0,0,0,0,0,47.99573517,11,29.63004112,25.36802864,24.78065681,24.4667263,24.93856239,24.98416519,100.4875031,2700.482422,433.2005615,0.040122818,2.252705336,29.61588478,30.01237106,30.64140701,29.52474022,29.57604218,25.18554688,25.91445351,26.33476639,25.21171951,25.29440117,20.81015587,21.86809921,22.05976677,20.93515587,21.04635429,0.599207759,21.94662476,21.92204666,21.29332924,21.80937386,21.66213226,3.295312643,3.26914072,3.293229103,3.231250048,3.195573092,214.4302063,174.7354126,195.5601654,271.3569031,233.1841125,2988.188232,2455.437988,2699.311768,3184.37085,2944.714111,19.22162819,21.73376083,25.78017235,27.71479988,28.4387207,27.91395569,27.62768936,27.73320961,28.13080215,27.27133751,24.02380371,20.17341995,1.256835938,4809.816895,5272.989746,4914.026855,5758.172363,6107.989258,31637.43359,34514.10938,36591.42188,38727.12891,40751.07422,1596.814575,1742.00708,1846.853882,1954.647949,2056.801025,8.158905983,8.313827515,7.928814888,8.350377083,8.134427071
BD202200000150,BDGE81FL,BD,2022,150,BD2022DHS,925.4730835,1007.595276,1068.833496,1134.950562,1211.891846,65.67453003,52.24990845,58.74837875,82.92572021,71.55465698,27.48707962,27.16677094,27.40530205,27.93510246,28.25088501,8.842187881,8.155729294,8.572005272,8.612500191,8.568229675,4,8.837890625,0.320174426,0.329393744,0.344800532,0.365031749,0.388837099,0,0,0,0,0,49.12475586,11,29.90916061,24.59472656,24.29390144,24.08752632,24.62064743,24.79776001,128.448761,908.7288208,62.10652924,0.014240694,2.317944527,29.6247406,30.02252769,30.62630272,29.51796913,29.59687614,25.17539024,25.91835976,26.32304764,25.19349098,25.29362106,20.78255272,21.86679649,22.05429649,20.90546989,21.02864647,0.367067158,21.70237541,21.42103386,20.7697506,21.3061924,21.3446331,3.290104151,3.274088621,3.288020849,3.227083445,3.19921875,216.0760345,171.0708313,193.1658936,267.6082153,228.9190063,2953.687744,2438.749268,2666.118408,3288.488525,3000.120361,19.31546021,21.76588821,25.71729469,27.61015511,28.38521385,27.85488129,27.51511765,27.72587967,28.14856339,27.23348045,24.10687256,20.3462429,7.762695313,2658.866211,2871.337158,2980.838135,2830.119629,2670.546631,39940.5,43572.14453,46194.63281,48890.84766,51445.96875,2015.889526,2199.187012,2331.550049,2467.634277,2596.597168,8.346926689,8.420233727,7.964778423,8.448841095,8.203906059
BD202200000151,BDGE81FL,BD,2022,151,BD2022DHS,941.7839966,1025.353516,1087.671143,1154.953369,1158.386108,65.8760376,51.85070038,58.53656006,82.57404327,71.08326721,27.68310547,27.35854721,27.54782867,27.89749908,28.40136528,8.854340553,8.159548759,8.568793297,8.620139122,8.581076622,4,8.424804688,0.315523118,0.320881605,0.327548444,0.360952079,0.366019368,0,0,0,0,0,54.39332581,11,32.95121765,24.64774132,24.42331505,24.16824913,24.53846931,25.03960037,133.4160614,999.5709229,38.18774033,0.019721674,2.129069567,29.62769127,30.02591133,30.62126732,29.51571274,29.60381889,25.1720047,25.91966248,26.31914139,25.18741417,25.29335976,20.77335167,21.86636353,22.05247498,20.89557266,21.02274323,0.449691683,21.61237526,21.48808479,20.78866768,21.17943764,21.67783737,3.288367987,3.275738001,3.286284685,3.225694418,3.200433969,216.624649,169.8493042,192.3677979,266.3586426,227.4973145,2945.833252,2443.72876,2725.769775,3380.733643,2938.786865,19.29311752,21.75813675,25.7009964,27.59422493,28.36817741,27.82991791,27.48737717,27.7290535,28.1377697,27.19083595,24.06642342,20.31838608,8.4609375,2695.345215,2670.433594,3441.070801,3459.932373,3104.013428,40063.38281,43706.19531,46336.75391,49041.26172,51604.24609,2059.938232,2247.240479,2382.496094,2521.553711,2653.334473,8.409600258,8.455702782,7.976766109,8.481661797,8.22706604
BD202200000152,BDGE81FL,BD,2022,152,BD2022DHS,58.97350693,64.20654297,68.1088028,72.32194519,74.70463562,67.07472992,48.16921616,55.08551788,79.61799622,66.42810059,26.78147697,26.74302101,26.86344719,27.31803131,27.48060608,8.794401169,7.988889217,8.355599403,8.496006966,8.510243416,4,78.77832794,0.52623862,0.513230026,0.474748433,0.495251745,0.515895545,0,0,0,0,0,15.87196064,11,18.14083481,22.90511322,23.2374897,23.23735619,23.62674332,23.76178741,20.89929008,139.0323029,58.40382385,11.96660328,1.001093268,29.80195427,30.17491341,30.70490456,29.62916565,29.78485298,25.37769127,26.15316963,26.50777054,25.36119843,25.50473022,21.00755119,22.18602371,22.34930611,21.13316154,21.27461052,0.014337358,19.02875137,19.73195839,19.61126328,19.93545723,20.04297066,3.307465315,3.323611259,3.315191031,3.241753578,3.239149332,221.8473511,160.0957489,182.6190186,258.1019287,215.1705322,2938.72583,2483.834473,3004.662354,3755.324463,3089.833496,18.6561718,21.25601959,25.44935417,27.50387383,27.85158157,27.3357296,26.96781731,27.14016724,27.47328568,26.35450554,23.13680267,19.51172066,69.48339844,252.3789063,243.5138092,227.815094,217.9611511,217.3452606,1909.128662,2090.860107,2225.368408,2364.461914,2497.758545,96.24007416,105.4012451,112.1818695,119.193634,125.9131851,8.882882118,8.620763779,8.012946129,8.817973137,8.413793564
